-0.783363459	0.001232338	0.800287119	3.080815095	0.287225913	-0.351781489
-0.782159692	-0.043433289	0.800268744	3.065163387	0.374186631	-0.34966948
-0.835030596	-0.053719199	0.810004966	3.020477038	0.372073254	-0.579839499
-0.875531601	-0.13213686	0.826813812	2.959781248	0.484909042	-0.684305562
-0.894127069	-0.03413574	0.843490131	-2.714016044	-0.314629729	0.683056156
-0.899984921	-0.047081055	0.824861718	-2.545669865	-0.329235763	0.638607571
-0.905637781	-0.121457217	0.815483437	-2.808154503	-0.437955301	0.790554191
-0.914327472	0.020467652	0.801596808	-2.804312626	-0.218979234	0.735036575
-0.937858551	-0.019331093	0.832035036	-2.874312633	-0.260631151	1.008306778
-0.957261222	-0.022726837	0.79855116	-2.82495985	-0.246038979	1.164233968
-0.975124786	-0.026063976	0.851621994	-2.705687011	-0.214339963	1.461329856
-1.044267136	-0.039209015	0.861252359	-2.608542184	-0.193982344	1.651913079
-1.044521096	0.031808506	0.861274085	2.510727768	-0.422088857	-1.596369528
-1.036985665	-0.129167594	0.861290423	2.627458493	0.261056805	-1.668959769
-1.025895717	-0.125875495	0.803187919	2.788149605	0.150040495	-1.362377859
-1.038825877	-0.072915074	0.933574374	2.340180863	0.013153856	-1.958630939
-1.02533995	-0.070628559	0.947786683	2.05520107	-0.017169933	-2.20377506
-1.019488665	-0.017859328	0.916741018	1.960892696	-0.077782104	-2.318722214
-1.004383995	-0.096867024	0.91576958	1.833077263	0.276408773	-2.141717663
-1.004386084	-0.096870154	0.915725307	-1.900538925	-0.707729319	2.392069292
-1.025254851	-0.097299862	0.934670852	2.132114399	0.310867084	-1.912677308
-1.033971338	-0.098085603	0.848354273	2.426924661	0.292324826	-1.538918236
-0.932981054	-0.08097307	0.830942448	2.575097322	0.27483559	-1.294148759
-0.843615377	-0.264204283	0.752607185	2.246664091	0.593460281	-1.177612367
-0.866205685	-0.052585987	0.804974075	2.387191331	0.280608659	-1.580526821
-0.918513366	0.072376426	0.830536695	-2.167056732	-0.801596834	1.665310037
-0.98778393	0.022035555	0.857285408	-2.194245636	-0.892366833	1.680831323
-1.014259519	-0.030639436	0.818431278	-2.576669727	-0.556342568	1.697760588
-1.011662933	-0.037889894	0.805618576	2.43544409	-0.32198488	-1.336239412
-0.951205032	-0.123080626	0.851098825	1.89385684	0.224263797	-1.288398651
